date_time,Month,Day,Year,Average_Rate_kW,Day,Week,Use_kWh
12/22/2010 7:00,12,22,2010,96.77,4,7,24.1925
12/22/2010 7:15,12,22,2010,179.71,4,7,44.9275
12/22/2010 7:30,12,22,2010,179.71,4,7,44.9275
12/22/2010 7:45,12,22,2010,172.8,4,7,43.2
12/22/2010 8:00,12,22,2010,179.71,4,8,44.9275
12/22/2010 8:15,12,22,2010,172.8,4,8,43.2
12/22/2010 8:30,12,22,2010,172.8,4,8,43.2
12/22/2010 8:45,12,22,2010,172.8,4,8,43.2
12/22/2010 9:00,12,22,2010,172.8,4,9,43.2
12/22/2010 9:15,12,22,2010,172.8,4,9,43.2
12/22/2010 9:30,12,22,2010,172.8,4,9,43.2
12/22/2010 9:45,12,22,2010,172.8,4,9,43.2
12/22/2010 10:00,12,22,2010,165.89,4,10,41.4725
12/22/2010 10:15,12,22,2010,172.8,4,10,43.2
12/22/2010 10:30,12,22,2010,172.8,4,10,43.2
12/22/2010 10:45,12,22,2010,172.8,4,10,43.2
12/22/2010 11:00,12,22,2010,172.8,4,11,43.2
12/22/2010 11:15,12,22,2010,179.71,4,11,44.9275
12/22/2010 11:30,12,22,2010,172.8,4,11,43.2
12/22/2010 11:45,12,22,2010,172.8,4,11,43.2
12/22/2010 12:00,12,22,2010,172.8,4,12,43.2
12/22/2010 12:15,12,22,2010,172.8,4,12,43.2
12/22/2010 12:30,12,22,2010,172.8,4,12,43.2
12/22/2010 12:45,12,22,2010,165.89,4,12,41.4725
12/22/2010 13:00,12,22,2010,172.8,4,13,43.2
12/22/2010 13:15,12,22,2010,165.89,4,13,41.4725
12/22/2010 13:30,12,22,2010,172.8,4,13,43.2
12/22/2010 13:45,12,22,2010,165.89,4,13,41.4725
12/22/2010 14:00,12,22,2010,165.89,4,14,41.4725
12/22/2010 14:15,12,22,2010,165.89,4,14,41.4725
12/22/2010 14:30,12,22,2010,165.89,4,14,41.4725
12/22/2010 14:45,12,22,2010,172.8,4,14,43.2
12/22/2010 15:00,12,22,2010,165.89,4,15,41.4725
12/22/2010 15:15,12,22,2010,165.89,4,15,41.4725
12/22/2010 15:30,12,22,2010,165.89,4,15,41.4725
12/22/2010 15:45,12,22,2010,165.89,4,15,41.4725
12/22/2010 16:00,12,22,2010,165.89,4,16,41.4725
12/22/2010 16:15,12,22,2010,165.89,4,16,41.4725
12/22/2010 16:30,12,22,2010,158.98,4,16,39.745
12/22/2010 16:45,12,22,2010,165.89,4,16,41.4725
12/22/2010 17:00,12,22,2010,165.89,4,17,41.4725
12/22/2010 17:15,12,22,2010,165.89,4,17,41.4725
12/22/2010 17:30,12,22,2010,165.89,4,17,41.4725
12/22/2010 17:45,12,22,2010,158.98,4,17,39.745
12/22/2010 18:00,12,22,2010,165.89,4,18,41.4725
12/22/2010 18:15,12,22,2010,158.98,4,18,39.745
12/22/2010 18:30,12,22,2010,165.89,4,18,41.4725
12/22/2010 18:45,12,22,2010,158.98,4,18,39.745
12/22/2010 19:00,12,22,2010,158.98,4,19,39.745
12/22/2010 19:15,12,22,2010,158.98,4,19,39.745
12/22/2010 19:30,12,22,2010,165.89,4,19,41.4725
12/22/2010 19:45,12,22,2010,158.98,4,19,39.745
12/22/2010 20:00,12,22,2010,158.98,4,20,39.745
12/22/2010 20:15,12,22,2010,158.98,4,20,39.745
12/22/2010 20:30,12,22,2010,152.06,4,20,38.015
12/22/2010 20:45,12,22,2010,158.98,4,20,39.745
12/22/2010 21:00,12,22,2010,158.98,4,21,39.745
12/22/2010 21:15,12,22,2010,158.98,4,21,39.745
12/22/2010 21:30,12,22,2010,158.98,4,21,39.745
12/22/2010 21:45,12,22,2010,158.98,4,21,39.745
12/22/2010 22:00,12,22,2010,158.98,4,22,39.745
12/22/2010 22:15,12,22,2010,110.59,4,22,27.6475
12/22/2010 22:30,12,22,2010,96.77,4,22,24.1925
12/22/2010 22:45,12,22,2010,96.77,4,22,24.1925
12/22/2010 23:00,12,22,2010,96.77,4,23,24.1925
12/22/2010 23:15,12,22,2010,96.77,4,23,24.1925
12/22/2010 23:30,12,22,2010,96.77,4,23,24.1925
12/22/2010 23:45,12,22,2010,96.77,4,23,24.1925
12/23/2010 0:00,12,23,2010,96.77,5,0,24.1925
12/23/2010 0:15,12,23,2010,96.77,5,0,24.1925
12/23/2010 0:30,12,23,2010,96.77,5,0,24.1925
12/23/2010 0:45,12,23,2010,89.86,5,0,22.465
12/23/2010 1:00,12,23,2010,96.77,5,1,24.1925
12/23/2010 1:15,12,23,2010,96.77,5,1,24.1925
12/23/2010 1:30,12,23,2010,89.86,5,1,22.465
12/23/2010 1:45,12,23,2010,96.77,5,1,24.1925
12/23/2010 2:00,12,23,2010,96.77,5,2,24.1925
12/23/2010 2:15,12,23,2010,89.86,5,2,22.465
12/23/2010 2:30,12,23,2010,96.77,5,2,24.1925
12/23/2010 2:45,12,23,2010,96.77,5,2,24.1925
12/23/2010 3:00,12,23,2010,96.77,5,3,24.1925
12/23/2010 3:15,12,23,2010,89.86,5,3,22.465
12/23/2010 3:30,12,23,2010,96.77,5,3,24.1925
12/23/2010 3:45,12,23,2010,103.68,5,3,25.92
12/23/2010 4:00,12,23,2010,96.77,5,4,24.1925
12/23/2010 4:15,12,23,2010,89.86,5,4,22.465
12/23/2010 4:30,12,23,2010,96.77,5,4,24.1925
12/23/2010 4:45,12,23,2010,96.77,5,4,24.1925
12/23/2010 5:00,12,23,2010,89.86,5,5,22.465
12/23/2010 5:15,12,23,2010,96.77,5,5,24.1925
12/23/2010 5:30,12,23,2010,96.77,5,5,24.1925
12/23/2010 5:45,12,23,2010,89.86,5,5,22.465
12/23/2010 6:00,12,23,2010,96.77,5,6,24.1925
12/23/2010 6:15,12,23,2010,96.77,5,6,24.1925
12/23/2010 6:30,12,23,2010,103.68,5,6,25.92
12/23/2010 6:45,12,23,2010,96.77,5,6,24.1925
12/23/2010 7:00,12,23,2010,96.77,5,7,24.1925
12/23/2010 7:15,12,23,2010,131.33,5,7,32.8325
12/23/2010 7:30,12,23,2010,145.15,5,7,36.2875
12/23/2010 7:45,12,23,2010,138.24,5,7,34.56
12/23/2010 8:00,12,23,2010,138.24,5,8,34.56
12/23/2010 8:15,12,23,2010,138.24,5,8,34.56
12/23/2010 8:30,12,23,2010,138.24,5,8,34.56
12/23/2010 8:45,12,23,2010,138.24,5,8,34.56
12/23/2010 9:00,12,23,2010,138.24,5,9,34.56
12/23/2010 9:15,12,23,2010,138.24,5,9,34.56
12/23/2010 9:30,12,23,2010,138.24,5,9,34.56
12/23/2010 9:45,12,23,2010,138.24,5,9,34.56
12/23/2010 10:00,12,23,2010,145.15,5,10,36.2875
12/23/2010 10:15,12,23,2010,145.15,5,10,36.2875
12/23/2010 10:30,12,23,2010,138.24,5,10,34.56
12/23/2010 10:45,12,23,2010,138.24,5,10,34.56
12/23/2010 11:00,12,23,2010,145.15,5,11,36.2875
12/23/2010 11:15,12,23,2010,138.24,5,11,34.56
12/23/2010 11:30,12,23,2010,138.24,5,11,34.56
12/23/2010 11:45,12,23,2010,145.15,5,11,36.2875
12/23/2010 12:00,12,23,2010,138.24,5,12,34.56
12/23/2010 12:15,12,23,2010,145.15,5,12,36.2875
12/23/2010 12:30,12,23,2010,138.24,5,12,34.56
12/23/2010 12:45,12,23,2010,138.24,5,12,34.56
12/23/2010 13:00,12,23,2010,138.24,5,13,34.56
12/23/2010 13:15,12,23,2010,145.15,5,13,36.2875
12/23/2010 13:30,12,23,2010,138.24,5,13,34.56
12/23/2010 13:45,12,23,2010,138.24,5,13,34.56
12/23/2010 14:00,12,23,2010,138.24,5,14,34.56
12/23/2010 14:15,12,23,2010,131.33,5,14,32.8325
12/23/2010 14:30,12,23,2010,138.24,5,14,34.56
12/23/2010 14:45,12,23,2010,131.33,5,14,32.8325
12/23/2010 15:00,12,23,2010,131.33,5,15,32.8325
12/23/2010 15:15,12,23,2010,138.24,5,15,34.56
12/23/2010 15:30,12,23,2010,131.33,5,15,32.8325
12/23/2010 15:45,12,23,2010,131.33,5,15,32.8325
12/23/2010 16:00,12,23,2010,131.33,5,16,32.8325
12/23/2010 16:15,12,23,2010,138.24,5,16,34.56
12/23/2010 16:30,12,23,2010,131.33,5,16,32.8325
12/23/2010 16:45,12,23,2010,131.33,5,16,32.8325
12/23/2010 17:00,12,23,2010,138.24,5,17,34.56
12/23/2010 17:15,12,23,2010,138.24,5,17,34.56
12/23/2010 17:30,12,23,2010,138.24,5,17,34.56
12/23/2010 17:45,12,23,2010,131.33,5,17,32.8325
12/23/2010 18:00,12,23,2010,138.24,5,18,34.56
12/23/2010 18:15,12,23,2010,138.24,5,18,34.56
12/23/2010 18:30,12,23,2010,131.33,5,18,32.8325
12/23/2010 18:45,12,23,2010,138.24,5,18,34.56
12/23/2010 19:00,12,23,2010,138.24,5,19,34.56
12/23/2010 19:15,12,23,2010,131.33,5,19,32.8325
12/23/2010 19:30,12,23,2010,138.24,5,19,34.56
12/23/2010 19:45,12,23,2010,131.33,5,19,32.8325
12/23/2010 20:00,12,23,2010,138.24,5,20,34.56
12/23/2010 20:15,12,23,2010,131.33,5,20,32.8325
12/23/2010 20:30,12,23,2010,138.24,5,20,34.56
12/23/2010 20:45,12,23,2010,131.33,5,20,32.8325
12/23/2010 21:00,12,23,2010,138.24,5,21,34.56
12/23/2010 21:15,12,23,2010,131.33,5,21,32.8325
12/23/2010 21:30,12,23,2010,138.24,5,21,34.56
12/23/2010 21:45,12,23,2010,131.33,5,21,32.8325
12/23/2010 22:00,12,23,2010,138.24,5,22,34.56
12/23/2010 22:15,12,23,2010,103.68,5,22,25.92
12/23/2010 22:30,12,23,2010,96.77,5,22,24.1925
12/23/2010 22:45,12,23,2010,96.77,5,22,24.1925
12/23/2010 23:00,12,23,2010,96.77,5,23,24.1925
12/23/2010 23:15,12,23,2010,96.77,5,23,24.1925
12/23/2010 23:30,12,23,2010,96.77,5,23,24.1925
12/23/2010 23:45,12,23,2010,96.77,5,23,24.1925
12/24/2010 0:00,12,24,2010,96.77,6,0,24.1925
12/24/2010 0:15,12,24,2010,96.77,6,0,24.1925
12/24/2010 0:30,12,24,2010,96.77,6,0,24.1925
12/24/2010 0:45,12,24,2010,96.77,6,0,24.1925
12/24/2010 1:00,12,24,2010,96.77,6,1,24.1925
12/24/2010 1:15,12,24,2010,96.77,6,1,24.1925
12/24/2010 1:30,12,24,2010,96.77,6,1,24.1925
12/24/2010 1:45,12,24,2010,96.77,6,1,24.1925
12/24/2010 2:00,12,24,2010,96.77,6,2,24.1925
12/24/2010 2:15,12,24,2010,96.77,6,2,24.1925
12/24/2010 2:30,12,24,2010,96.77,6,2,24.1925
12/24/2010 2:45,12,24,2010,96.77,6,2,24.1925
12/24/2010 3:00,12,24,2010,96.77,6,3,24.1925
12/24/2010 3:15,12,24,2010,96.77,6,3,24.1925
12/24/2010 3:30,12,24,2010,96.77,6,3,24.1925
12/24/2010 3:45,12,24,2010,103.68,6,3,25.92
12/24/2010 4:00,12,24,2010,103.68,6,4,25.92
12/24/2010 4:15,12,24,2010,96.77,6,4,24.1925
12/24/2010 4:30,12,24,2010,96.77,6,4,24.1925
12/24/2010 4:45,12,24,2010,96.77,6,4,24.1925
12/24/2010 5:00,12,24,2010,96.77,6,5,24.1925
12/24/2010 5:15,12,24,2010,96.77,6,5,24.1925
12/24/2010 5:30,12,24,2010,96.77,6,5,24.1925
12/24/2010 5:45,12,24,2010,96.77,6,5,24.1925
12/24/2010 6:00,12,24,2010,96.77,6,6,24.1925
12/24/2010 6:15,12,24,2010,96.77,6,6,24.1925
12/24/2010 6:30,12,24,2010,96.77,6,6,24.1925
12/24/2010 6:45,12,24,2010,96.77,6,6,24.1925
12/24/2010 7:00,12,24,2010,96.77,6,7,24.1925
12/24/2010 7:15,12,24,2010,131.33,6,7,32.8325
12/24/2010 7:30,12,24,2010,138.24,6,7,34.56
12/24/2010 7:45,12,24,2010,138.24,6,7,34.56
12/24/2010 8:00,12,24,2010,138.24,6,8,34.56
12/24/2010 8:15,12,24,2010,138.24,6,8,34.56
12/24/2010 8:30,12,24,2010,131.33,6,8,32.8325
12/24/2010 8:45,12,24,2010,138.24,6,8,34.56
12/24/2010 9:00,12,24,2010,131.33,6,9,32.8325
12/24/2010 9:15,12,24,2010,138.24,6,9,34.56
12/24/2010 9:30,12,24,2010,131.33,6,9,32.8325
12/24/2010 9:45,12,24,2010,131.33,6,9,32.8325
12/24/2010 10:00,12,24,2010,138.24,6,10,34.56
12/24/2010 10:15,12,24,2010,131.33,6,10,32.8325
12/24/2010 10:30,12,24,2010,138.24,6,10,34.56
12/24/2010 10:45,12,24,2010,131.33,6,10,32.8325
12/24/2010 11:00,12,24,2010,131.33,6,11,32.8325
12/24/2010 11:15,12,24,2010,138.24,6,11,34.56
12/24/2010 11:30,12,24,2010,131.33,6,11,32.8325
12/24/2010 11:45,12,24,2010,138.24,6,11,34.56
12/24/2010 12:00,12,24,2010,138.24,6,12,34.56
12/24/2010 12:15,12,24,2010,138.24,6,12,34.56
12/24/2010 12:30,12,24,2010,131.33,6,12,32.8325
12/24/2010 12:45,12,24,2010,138.24,6,12,34.56
12/24/2010 13:00,12,24,2010,131.33,6,13,32.8325
12/24/2010 13:15,12,24,2010,138.24,6,13,34.56
12/24/2010 13:30,12,24,2010,131.33,6,13,32.8325
12/24/2010 13:45,12,24,2010,138.24,6,13,34.56
12/24/2010 14:00,12,24,2010,124.42,6,14,31.105
12/24/2010 14:15,12,24,2010,131.33,6,14,32.8325
12/24/2010 14:30,12,24,2010,131.33,6,14,32.8325
12/24/2010 14:45,12,24,2010,124.42,6,14,31.105
12/24/2010 15:00,12,24,2010,124.42,6,15,31.105
12/24/2010 15:15,12,24,2010,124.42,6,15,31.105
12/24/2010 15:30,12,24,2010,131.33,6,15,32.8325
12/24/2010 15:45,12,24,2010,124.42,6,15,31.105
12/24/2010 16:00,12,24,2010,131.33,6,16,32.8325
12/24/2010 16:15,12,24,2010,124.42,6,16,31.105
12/24/2010 16:30,12,24,2010,131.33,6,16,32.8325
12/24/2010 16:45,12,24,2010,124.42,6,16,31.105
12/24/2010 17:00,12,24,2010,131.33,6,17,32.8325
12/24/2010 17:15,12,24,2010,131.33,6,17,32.8325
12/24/2010 17:30,12,24,2010,131.33,6,17,32.8325
12/24/2010 17:45,12,24,2010,138.24,6,17,34.56
12/24/2010 18:00,12,24,2010,131.33,6,18,32.8325
12/24/2010 18:15,12,24,2010,138.24,6,18,34.56
12/24/2010 18:30,12,24,2010,138.24,6,18,34.56
12/24/2010 18:45,12,24,2010,131.33,6,18,32.8325
12/24/2010 19:00,12,24,2010,138.24,6,19,34.56
12/24/2010 19:15,12,24,2010,138.24,6,19,34.56
12/24/2010 19:30,12,24,2010,131.33,6,19,32.8325
12/24/2010 19:45,12,24,2010,138.24,6,19,34.56
12/24/2010 20:00,12,24,2010,138.24,6,20,34.56
12/24/2010 20:15,12,24,2010,131.33,6,20,32.8325
12/24/2010 20:30,12,24,2010,138.24,6,20,34.56
12/24/2010 20:45,12,24,2010,131.33,6,20,32.8325
12/24/2010 21:00,12,24,2010,138.24,6,21,34.56
12/24/2010 21:15,12,24,2010,131.33,6,21,32.8325
12/24/2010 21:30,12,24,2010,138.24,6,21,34.56
12/24/2010 21:45,12,24,2010,131.33,6,21,32.8325
12/24/2010 22:00,12,24,2010,138.24,6,22,34.56
12/24/2010 22:15,12,24,2010,103.68,6,22,25.92
12/24/2010 22:30,12,24,2010,89.86,6,22,22.465
12/24/2010 22:45,12,24,2010,96.77,6,22,24.1925
12/24/2010 23:00,12,24,2010,96.77,6,23,24.1925
12/24/2010 23:15,12,24,2010,96.77,6,23,24.1925
12/24/2010 23:30,12,24,2010,96.77,6,23,24.1925
12/24/2010 23:45,12,24,2010,96.77,6,23,24.1925
12/25/2010 0:00,12,25,2010,89.86,7,0,22.465
12/25/2010 0:15,12,25,2010,103.68,7,0,25.92
12/25/2010 0:30,12,25,2010,89.86,7,0,22.465
12/25/2010 0:45,12,25,2010,96.77,7,0,24.1925
12/25/2010 1:00,12,25,2010,96.77,7,1,24.1925
12/25/2010 1:15,12,25,2010,96.77,7,1,24.1925
12/25/2010 1:30,12,25,2010,89.86,7,1,22.465
12/25/2010 1:45,12,25,2010,96.77,7,1,24.1925
12/25/2010 2:00,12,25,2010,96.77,7,2,24.1925
12/25/2010 2:15,12,25,2010,96.77,7,2,24.1925
12/25/2010 2:30,12,25,2010,96.77,7,2,24.1925
12/25/2010 2:45,12,25,2010,96.77,7,2,24.1925
12/25/2010 3:00,12,25,2010,96.77,7,3,24.1925
12/25/2010 3:15,12,25,2010,96.77,7,3,24.1925
12/25/2010 3:30,12,25,2010,89.86,7,3,22.465
12/25/2010 3:45,12,25,2010,103.68,7,3,25.92
12/25/2010 4:00,12,25,2010,96.77,7,4,24.1925
12/25/2010 4:15,12,25,2010,96.77,7,4,24.1925
12/25/2010 4:30,12,25,2010,96.77,7,4,24.1925
12/25/2010 4:45,12,25,2010,96.77,7,4,24.1925
12/25/2010 5:00,12,25,2010,89.86,7,5,22.465
12/25/2010 5:15,12,25,2010,96.77,7,5,24.1925
12/25/2010 5:30,12,25,2010,96.77,7,5,24.1925
12/25/2010 5:45,12,25,2010,96.77,7,5,24.1925
12/25/2010 6:00,12,25,2010,96.77,7,6,24.1925
12/25/2010 6:15,12,25,2010,96.77,7,6,24.1925
12/25/2010 6:30,12,25,2010,89.86,7,6,22.465
12/25/2010 6:45,12,25,2010,96.77,7,6,24.1925
12/25/2010 7:00,12,25,2010,96.77,7,7,24.1925
12/25/2010 7:15,12,25,2010,96.77,7,7,24.1925
12/25/2010 7:30,12,25,2010,89.86,7,7,22.465
12/25/2010 7:45,12,25,2010,96.77,7,7,24.1925
12/25/2010 8:00,12,25,2010,96.77,7,8,24.1925
12/25/2010 8:15,12,25,2010,179.71,7,8,44.9275
12/25/2010 8:30,12,25,2010,172.8,7,8,43.2
12/25/2010 8:45,12,25,2010,172.8,7,8,43.2
12/25/2010 9:00,12,25,2010,172.8,7,9,43.2
12/25/2010 9:15,12,25,2010,172.8,7,9,43.2
12/25/2010 9:30,12,25,2010,165.89,7,9,41.4725
12/25/2010 9:45,12,25,2010,165.89,7,9,41.4725
12/25/2010 10:00,12,25,2010,165.89,7,10,41.4725
12/25/2010 10:15,12,25,2010,165.89,7,10,41.4725
12/25/2010 10:30,12,25,2010,158.98,7,10,39.745
12/25/2010 10:45,12,25,2010,165.89,7,10,41.4725
12/25/2010 11:00,12,25,2010,158.98,7,11,39.745
12/25/2010 11:15,12,25,2010,158.98,7,11,39.745
12/25/2010 11:30,12,25,2010,158.98,7,11,39.745
12/25/2010 11:45,12,25,2010,158.98,7,11,39.745
12/25/2010 12:00,12,25,2010,158.98,7,12,39.745
12/25/2010 12:15,12,25,2010,158.98,7,12,39.745
12/25/2010 12:30,12,25,2010,152.06,7,12,38.015
12/25/2010 12:45,12,25,2010,158.98,7,12,39.745
12/25/2010 13:00,12,25,2010,152.06,7,13,38.015
12/25/2010 13:15,12,25,2010,158.98,7,13,39.745
12/25/2010 13:30,12,25,2010,152.06,7,13,38.015
12/25/2010 13:45,12,25,2010,158.98,7,13,39.745
12/25/2010 14:00,12,25,2010,152.06,7,14,38.015
12/25/2010 14:15,12,25,2010,152.06,7,14,38.015
12/25/2010 14:30,12,25,2010,158.98,7,14,39.745
12/25/2010 14:45,12,25,2010,152.06,7,14,38.015
12/25/2010 15:00,12,25,2010,152.06,7,15,38.015
12/25/2010 15:15,12,25,2010,158.98,7,15,39.745
12/25/2010 15:30,12,25,2010,152.06,7,15,38.015
12/25/2010 15:45,12,25,2010,158.98,7,15,39.745
12/25/2010 16:00,12,25,2010,152.06,7,16,38.015
12/25/2010 16:15,12,25,2010,158.98,7,16,39.745
12/25/2010 16:30,12,25,2010,152.06,7,16,38.015
12/25/2010 16:45,12,25,2010,152.06,7,16,38.015
12/25/2010 17:00,12,25,2010,158.98,7,17,39.745
12/25/2010 17:15,12,25,2010,152.06,7,17,38.015
12/25/2010 17:30,12,25,2010,158.98,7,17,39.745
12/25/2010 17:45,12,25,2010,152.06,7,17,38.015
